Choix 1 TD (nom groupe)	Choix 1 TD (id groupe)	Choix 2 TD (nom groupe)	Choix 2 TD (id groupe)	Choix 3 TD (nom groupe)	Choix 3 TD (id groupe)	Choix 4 TD (nom groupe)	Choix 4 TD (id groupe)	Affectation	ch1 no aff	hash
Lu13001	504	Ma13001	512	Lu15301	505	Ma15301	514	504		0,833068433510187
Ma15301	514	Lu10301	503	Ma10301	510	Me18001	825	514		-0,962037263343568
Je10301	526	Ma10301	510	Lu10301	503	Ma15301	514	526		-0,575293005127441
Ma15301	514	Ve10301	533	Je10301	526	Ma08151	508	514		-0,904714075320291
Je15301	529	Ma08151	508	Ma15301	514	Ve10301	533	529		0,112495302622135
Ma15301	514	Me15301	522	Ma13001	512	Je10301	526	514		-0,830577256886554
Lu10301	503	Lu15301	505	Je13001	528	Ma15301	514	503		0,421847155691978
Ma10301	510	Ma15301	514	Me08151	516	Me15301	522	510		0,869999831419198
Ma15301	514	Ve08151	532	Ve10301	533	Me10301	518	514		0,987010262059613
Je15301	529	Ma13001	512	Je13001	528	Ma15301	514	529		-0,995900867170017
Me08151	516	Je13001	528	Ma15301	514	Ma10301	510	516		0,665355974197513
Je15301	529	Ma15301	514	Me15301	522	Je13001	528	529		-0,617806656896795
Je08151	524	Ma15301	514	Ma13001	512	Ma10301	510	524		-0,734571387187297
Me10301	518	Ma10301	510	Lu10301	503	Ma15301	514	518		-0,668763712092166
Lu15301	505	Ma15301	514	Me10301	518	Je10301	526	505		0,993084622926833
Je15301	529	Je13001	528	Ma15301	514	Lu08151	502	529		-0,081965639002963
Ma10301	510	Lu10301	503	Ma13001	512	Ma15301	514	503		0,103665790431834
Lu13001	504	Me08151	516	Lu18001	507	Ma15301	514	504		0,761195357157839
Ve15301	886	Ve13001	535	Ve08151	532	Ma15301	514	886		0,856555353129385
Je10301	526	Me13001	520	Ma15301	514	Je18001	531	526		-0,992642892758853
Ma15301	514	Je13001	528	Je10301	526	Ma13001	512	514		-0,252060485836609
Lu13001	504	Ma13001	512	Ma15301	514	Lu15301	505	504		-0,99999720946973
Me13001	520	Je10301	526	Ve13001	535	Ma15301	514	535		0,983240862060115
Me15301	522	Ve13001	535	Ma10301	510	Ma15301	514	522		0,999594054044281
Je10301	526	Ma15301	514	Ma13001	512	Je08151	524	526		-0,072990583192139
Je15301	529	Ma13001	512	Ma15301	514	Me10301	518	529		0,943332043113692
Ma15301	514	Je10301	526	Je08151	524	Je13001	528	524		0,703960527535453
Me13001	520	Je13001	528	Me18001	825	Ma15301	514	825		0,694553913134984
Me15301	522	Ma15301	514	Ve08151	532	Je15301	529	522		0,652022263333774
Ma10301	510	Me15301	522	Ma15301	514	Je08151	524	522		0,788963966190735
Lu18001	507	Ve15301	886	Ve13001	535	Ma15301	514	507		-0,849801936318739
Ma15301	514	Ma13001	512	Je18001	531	Ve08151	532	531		-0,77249876051092
Je18001	531	Je10301	526	Ma15301	514	Me18001	825	531		-0,099415188094232
Je15301	529	Ma13001	512	Ma15301	514	Me10301	518	529		-0,631348925805005
Je10301	526	Me13001	520	Ma15301	514	Ve10301	533	526		-0,413952674877536
Ma10301	510	Ma13001	512	Ma15301	514	Je10301	526	510		0,015337519759969
Ma15301	514	Je15301	529	Ma13001	512	Lu10301	503	514		0,60381432551945
Je13001	528	Me10301	518	Ma15301	514	Ve15301	886	528		0,05535453683842
Ve10301	533	Je13001	528	Ma15301	514	Me10301	518	533		-0,74666815161077
Je10301	526	Je13001	528	Ma15301	514	Lu08151	502	526		-0,61419979618129
Je10301	526	Ma15301	514	Me10301	518	Je08151	524	526		-0,414354212982203
Lu10301	503	Ma13001	512	Ma15301	514	Me08151	516	503		-0,993624839413251
Lu10301	503	Je13001	528	Ma15301	514	Lu08151	502	503		-0,634866253861395
Ma13001	512	Ma15301	514	Lu13001	504	Ma10301	510	512		0,5043936541299
Ma13001	512	Lu13001	504	Ma10301	510	Ma15301	514	504		0,081875509900977
Ma15301	514	Me15301	522	Me13001	520	Ma13001	512	514		-0,148083438143236
Me10301	518	Ma15301	514	Lu15301	505	Lu13001	504	518		-0,889039115753585
Ma15301	514	Me15301	522	Je15301	529	Ma10301	510	514		-0,51210390785018
Je10301	526	Ma10301	510	Ma13001	512	Ma15301	514	526		-0,882888499351168
Lu08151	502	Ma15301	514	Ma13001	512	Me13001	520	502		0,104025566936592
Ma15301	514	Me15301	522	Ve15301	886	Ma13001	512	886		-0,833107874469467
Ma10301	510	Ma15301	514	Ma08151	508	Ve08151	532	510		0,982357222795524
Me10301	518	Ma15301	514	Je18001	531	Me18001	825	531		0,97611877918935
Ma15301	514	Lu08151	502	Je10301	526	Je08151	524	502		-0,983191364971799
Ma13001	512	Ma10301	510	Ma15301	514	Lu15301	505	512		-0,812842166730336
Lu15301	505	Ma15301	514	Me15301	522	Ve13001	535	505		0,617925166932183
Ma15301	514	Me15301	522	Lu08151	502	Je08151	524	514		0,5607485773365
Lu15301	505	Ma15301	514	Me15301	522	Ve13001	535	505		0,621207997582955
Ma13001	512	Ma15301	514	Lu15301	505	Lu08151	502	512		0,582510374296126
Ma10301	510	Ma13001	512	Je15301	529	Ma15301	514	510		0,763949962701577
Ve13001	535	Je08151	524	Ma15301	514	Lu15301	505	535		0,073140902098598
Je13001	528	Ma15301	514	Je15301	529	Me13001	520	528		0,854277533897043
Ma15301	514	Je13001	528	Lu15301	505	Ve15301	886	514		-0,802583572718475
Lu13001	504	Me13001	520	Ma15301	514	Ve15301	886	504		0,900803115915946
Ma10301	510	Ve10301	533	Je15301	529	Ma15301	514	510		0,409935264282805
Ma15301	514	Je10301	526	Lu13001	504	Je13001	528	514		0,997004493108178
Ma15301	514	Lu18001	507	Me08151	516	Ve13001	535	514		0,019553878024352
Ve10301	533	Ve08151	532	Ma13001	512	Ma15301	514	532		-0,260237771022846
Ma08151	508	Je13001	528	Ma15301	514	Je15301	529	508		0,983997516220486
Me13001	520	Ve08151	532	Je15301	529	Ma15301	514	520		0,929245943746838
Ma13001	512	Je13001	528	Je15301	529	Ma15301	514	512		-0,331880959231482
Ma15301	514	Ma10301	510	Lu18001	507	Me08151	516	514		0,18695717059707
Je13001	528	Je10301	526	Ma15301	514	Je08151	524	528		0,769689306241995
Ma15301	514	Je10301	526	Je13001	528	Me10301	518	514		-0,99795713991913
Ma15301	514	Lu15301	505	Me13001	520	Ve08151	532	514		0,823111490758067
Ma15301	514	Je15301	529	Je10301	526	Je08151	524	514		-0,285984551973775
Lu15301	505	Ma15301	514	Je13001	528	Me15301	522	505		-0,545340180373576
Ve13001	535	Lu15301	505	Ma15301	514	Me13001	520	535		0,998921918004833
Je10301	526	Lu15301	505	Ma15301	514	Ve13001	535	526		-0,661953460337979
Ve10301	533	Ma08151	508	Ma15301	514	Je10301	526	533		0,281772026960987
Je10301	526	Me10301	518	Ma15301	514	Lu10301	503	526		-0,925916550658946
Ma15301	514	Je13001	528	Lu10301	503	Ma08151	508	514		-0,527449416912862
Ma10301	510	Je10301	526	Ma15301	514	Je13001	528	510		-0,437823511268612
Je15301	529	Je10301	526	Ma15301	514	Je08151	524	529		-0,624624810287656
Ma15301	514	Me15301	522	Me13001	520	Je18001	531	514		-0,567708002389247
Ma13001	512	Ma10301	510	Ma15301	514	Je13001	528	512		-0,564181624994169
Ma15301	514	Me13001	520	Ve13001	535	Je13001	528	514		0,797235582341078
Ma10301	510	Je13001	528	Ve13001	535	Ma15301	514	510		-0,995064232246922
Lu15301	505	Ma15301	514	Me10301	518	Me18001	825	505		0,31145871513998
Je13001	528	Ma13001	512	Ma15301	514	Lu18001	507	528		0,156436305925623
Ma13001	512	Je13001	528	Ma15301	514	Lu18001	507	512		-0,289965175920557
Ma15301	514	Ma13001	512	Je10301	526	Je15301	529	514		-0,369347551001777
Ma13001	512	Me13001	520	Je13001	528	Ma15301	514	512		0,069013784712547
Ma10301	510	Ma15301	514	Ve13001	535	Ve10301	533	535		-0,981611675347063
Ma10301	510	Ma15301	514	Ve10301	533	Ve13001	535	510		-0,993685864167505
Ma15301	514	Je15301	529	Lu18001	507	Me15301	522	514		-0,29436855150774
Lu15301	505	Lu18001	507	Ma15301	514	Me15301	522	505		0,870059276031765
Ma15301	514	Ma13001	512	Ve13001	535	Ve15301	886	514		0,414381647643184
Ma13001	512	Je13001	528	Ve13001	535	Ma15301	514	535		-0,139215420063302
Lu18001	507	Lu10301	503	Ma15301	514	Me15301	522	507		-0,306746379370612
Je13001	528	Ma15301	514	Je10301	526	Ve10301	533	528		0,393891097113093
Lu15301	505	Lu13001	504	Ma15301	514	Me18001	825	505		-0,56433094800589
Ma15301	514	Je13001	528	Je15301	529	Me10301	518	514		0,743594420517955
Ve13001	535	Ma13001	512	Me13001	520	Ma15301	514	535		0,746487656810531
Lu08151	502	Ma15301	514	Me08151	516	Je08151	524	502		0,940368033580856
Ve10301	533	Ve08151	532	Ma13001	512	Ma10301	510	532		-0,977978219110478
Je08151	524	Ma10301	510	Ma13001	512	Lu15301	505	524		0,772658867902193
Ma10301	510	Ma13001	512	Me13001	520	Me15301	522	510		-0,93584926291455
Ve08151	532	Ma13001	512	Me18001	825	Me15301	522	532		0,694827870057226
Ma10301	510	Me08151	516	Je13001	528	Ma13001	512	516		-0,033065087275558
Ma10301	510	Me13001	520	Je10301	526	Ma13001	512	520		-0,997328395732834
Me13001	520	Lu15301	505	Ma13001	512	Me08151	516	520		-0,414024967689298
Me13001	520	Ma13001	512	Ma10301	510	Ma08151	508	520		0,991456325134677
Ma13001	512	Je13001	528	Je15301	529	Ve08151	532	512		-0,381599364089544
Lu15301	505	Lu10301	503	Me13001	520	Ma13001	512	505		-0,79987995616514
Je13001	528	Lu15301	505	Ma13001	512	Ve10301	533	528		-0,760941157869755
Je18001	531	Ma10301	510	Lu13001	504	Ma13001	512	531		-0,45418758317861
Ma13001	512	Ve08151	532	Ve13001	535	Je15301	529	532		0,255935098065225
Je13001	528	Ma13001	512	Ma10301	510	Lu13001	504	528		-0,772333449666713
Je13001	528	Je15301	529	Ma13001	512	Ma10301	510	529		-0,409962759201949
Je13001	528	Je10301	526	Ma13001	512	Me13001	520	528		0,60060740519879
Ma13001	512	Je13001	528	Me10301	518	Me08151	516	512		-0,904585613454901
Je13001	528	Ve10301	533	Ma13001	512	Me10301	518	528		0,006577081924558
Ma13001	512	Ve10301	533	Me13001	520	Lu13001	504	512		-0,993151700453746
Ma13001	512	Me13001	520	Me15301	522	Lu10301	503	512		-0,352726606901712
Me08151	516	Ve08151	532	Ma10301	510	Ma13001	512	516		-0,422366373369006
Je13001	528	Ma13001	512	Ma08151	508	Ve10301	533	528		-0,840272690423354
Ma13001	512	Je10301	526	Ve10301	533	Ma10301	510	512		-0,081665206060326
Ve08151	532	Lu18001	507	Ma13001	512	Me13001	520	532		0,059970246671213
Ve15301	886	Ve08151	532	Me13001	520	Ma13001	512	886		-0,966655970189427
Lu10301	503	Me13001	520	Ma13001	512	Lu15301	505	503		-0,908411658719854
Lu08151	502	Je08151	524	Lu10301	503	Ma13001	512	502		0,968944394066943
Je15301	529	Ve15301	886	Ma13001	512	Ma10301	510	529		-0,208557323092839
Ma13001	512	Je13001	528	Lu08151	502	Lu15301	505	502		0,66543170442558
Ma13001	512	Je13001	528	Lu08151	502	Lu15301	505	502		0,965512577738988
Ma13001	512	Ve13001	535	Me15301	522	Je08151	524	535		-0,319610935423062
Ma13001	512	Me10301	518	Je10301	526	Me15301	522	512		-0,674984688615067
Lu13001	504	Lu18001	507	Ma13001	512	Lu15301	505	504		0,332080002510497
Lu08151	502	Je13001	528	Ma13001	512	Ve13001	535	502		0,658472656776407
Ma10301	510	Ma13001	512	Je10301	526	Ve13001	535	510		0,221125165407084
Me15301	522	Ma08151	508	Ma13001	512	Lu13001	504	522		0,713361064443676
Ma13001	512	Lu10301	503	Ma10301	510	Lu15301	505	503		0,951702867971189
Ma13001	512	Ma10301	510	Ma08151	508	Je10301	526	512		0,033336236889405
Ma13001	512	Me13001	520	Ma10301	510	Me15301	522	512		-0,385590698435057
Me10301	518	Ma13001	512	Je13001	528	Lu10301	503	518		0,845167557364855
Ma13001	512	Me13001	520	Me15301	522	Me18001	825	825		0,955673551139495
Lu10301	503	Je08151	524	Je15301	529	Ma13001	512	503		0,861104889195245
Ma10301	510	Me15301	522	Je08151	524	Ma13001	512	524		0,963285830926789
Ma13001	512	Me10301	518	Je08151	524	Ve08151	532	524		-0,973107419651605
Ma10301	510	Je10301	526	Je13001	528	Ma13001	512	510		0,780982914841521
Ma13001	512	Ma10301	510	Me08151	516	Ve15301	886	886		-0,876468168814295
Lu08151	502	Je18001	531	Ve08151	532	Ma13001	512	502		-0,496819066038279
Ma13001	512	Lu10301	503	Me15301	522	Lu18001	507	503		-0,815340966233431
Je10301	526	Ma10301	510	Ma13001	512	Me10301	518	526		0,986294169887201
Je13001	528	Ve13001	535	Ma13001	512	Me13001	520	535		0,125919379103825
Ma13001	512	Je13001	528	Je15301	529	Me18001	825	825		-0,802511637670746
Ma10301	510	Je15301	529	Ma13001	512	Je18001	531	529		0,999800509435396
Je10301	526	Ma13001	512	Lu10301	503	Me08151	516	526		0,315044527145896
Ma08151	508	Lu10301	503	Ma13001	512	Me08151	516	508		-0,713495520975447
Ve08151	532	Je15301	529	Me08151	516	Ma13001	512	532		0,719501868479238
Ve08151	532	Je15301	529	Me08151	516	Ma13001	512	532		-0,965536118618126
Ma13001	512	Me13001	520	Ma10301	510	Je10301	526	512		0,749663129223712
Ma13001	512	Ma10301	510	Ve08151	532	Ma08151	508	532		0,880723940227584
Lu10301	503	Ma13001	512	Ve13001	535	Ma08151	508	503		0,830694750849371
Me10301	518	Me08151	516	Ma13001	512	Me13001	520	516		0,500761426518334
Je08151	524	Me08151	516	Ve08151	532	Ma13001	512	524		-0,441992700845304
Lu15301	505	Me13001	520	Ma13001	512	Lu10301	503	505		0,930861796564254
Me10301	518	Je08151	524	Lu13001	504	Ma13001	512	524		-0,79193472786407
Ma13001	512	Ma10301	510	Me15301	522	Ma08151	508	512		0,823145726001219
Ma13001	512	Me13001	520	Je10301	526	Ve10301	533	512		-0,498530368166056
Je10301	526	Je13001	528	Ma13001	512	Je15301	529	526		-0,927719256216739
Je13001	528	Lu13001	504	Ma13001	512	Je15301	529	504		0,52710018730985
Ma13001	512	Je10301	526	Me10301	518	Me08151	516	512		-0,863360651540861
Lu10301	503	Ve10301	533	Ma13001	512	Me13001	520	503		0,319525244372896
Ma13001	512	Ma10301	510	Lu10301	503	Me15301	522	512		0,508273578357169
Lu15301	505	Lu18001	507	Ma13001	512	Je13001	528	505		0,393669426486567
Ma13001	512	Lu08151	502	Me15301	522	Je13001	528	502		0,900907805841506
Ma10301	510	Je10301	526	Je13001	528	Ma13001	512	510		0,037610833434376
Lu13001	504	Ma13001	512	Ma10301	510	Lu15301	505	504		0,675095888250628
Me15301	522	Ma13001	512	Ve13001	535	Ve15301	886	522		-0,890961880918916
Ma13001	512	Lu10301	503	Lu18001	507	Ve13001	535	503		0,874315275886022
Je10301	526	Ma13001	512	Ma10301	510	Lu08151	502	526		-0,960727389832061
Ma13001	512	Je13001	528	Je10301	526	Ma08151	508	512		0,947509583649312
Lu13001	504	Ma10301	510	Ma13001	512	Lu18001	507	504		-0,063949447175479
Me10301	518	Me13001	520	Ma13001	512	Je13001	528	518		0,998919117467316
Je10301	526	Lu10301	503	Ma08151	508	Ma13001	512	526		0,402039011929555
Je10301	526	Je13001	528	Lu15301	505	Ma13001	512	526		0,998480209022457
Je10301	526	Je13001	528	Lu15301	505	Ma13001	512	526		-0,999876723703361
Ma13001	512	Lu10301	503	Me08151	516	Me15301	522	503		0,041910261395848
Me13001	520	Ma13001	512	Me18001	825	Lu15301	505	825		0,763704146660795
Lu08151	502	Je10301	526	Lu10301	503	Ma13001	512	502		-0,758169192763532
Ma13001	512	Ve15301	886	Me10301	518	Me15301	522	886		0,652067973035417
Me10301	518	Ma13001	512	Je15301	529	Je08151	524	518		-0,944642460473255
Ve10301	533	Ve08151	532	Je15301	529	Ma13001	512	532		0,178462230268689
Me15301	522	Ma13001	512	Je13001	528	Lu18001	507	522		-0,828207101241435
Ma13001	512	Lu15301	505	Ve10301	533	Me10301	518	512		-0,904739757828573
Je10301	526	Me10301	518	Ma13001	512	Lu15301	505	526		-0,373021594917127
Me08151	516	Ma10301	510	Ma13001	512	Me10301	518	516		0,906456287696143
Ma10301	510	Je13001	528	Ma13001	512	Ve15301	886	886		-0,277520681800726
Ma13001	512	Je13001	528	Je08151	524	Ve08151	532	524		0,859076658593689
Ma13001	512	Je10301	526	Lu18001	507	Me10301	518	512		-0,999798699080992
Ma13001	512	Lu10301	503	Ma10301	510	Ma08151	508	503		-0,983147306808083
Ve10301	533	Ma13001	512	Je15301	529	Je13001	528	533		0,130007456605645
Lu10301	503	Ma13001	512	Me10301	518	Je10301	526	503		0,810466909377068
Ma13001	512	Me10301	518	Je13001	528	Lu10301	503	512		-0,658540714425378
Me10301	518	Ma13001	512	Me15301	522	Je13001	528	518		0,999280441224464
Ma13001	512	Me15301	522	Je13001	528	Ve13001	535	512		0,142983337549674
Ve13001	535	Ma13001	512	Lu10301	503	Lu08151	502	535		-0,998914909853296
Ve10301	533	Ma13001	512	Me08151	516	Me15301	522	533		0,1039056429451
Ma10301	510	Je10301	526	Me15301	522	Ma13001	512	510		-0,703625717489352
Je13001	528	Ma13001	512	Je15301	529	Ve13001	535	528		0,238665559836498
Ma10301	510	Ma13001	512	Lu13001	504	Me15301	522	510		0,972106169542688
Ma13001	512	Je13001	528	Ma10301	510	Je15301	529	512		-0,970065339391637
Ma13001	512	Lu18001	507	Je13001	528	Je15301	529	512		0,575366972261806
Je10301	526	Je15301	529	Ma13001	512	Je18001	531	529		-0,874446921050368
Ma13001	512	Ve15301	886	Ma10301	510	Je18001	531	886		-0,39790195267388
Ma13001	512	Lu10301	503	Lu18001	507	Me15301	522	503		0,713178634003392
Lu15301	505	Je10301	526	Ma13001	512	Me13001	520	505		-0,700908340895473
Je13001	528	Je10301	526	Lu10301	503	Ma13001	512	528		0,306681273249737
Ma13001	512	Me15301	522	Me08151	516	Me10301	518	512		-0,658722175158007
Ma13001	512	Me15301	522	Ma10301	510	Me10301	518	512		0,596710882791494
Ma13001	512	Ve10301	533	Je10301	526	Je13001	528	512		0,960735754270711
Je08151	524	Ma13001	512	Lu08151	502	Me08151	516	524		-0,987659378437525
Ma10301	510	Ma13001	512	Me15301	522	Je10301	526	510		-0,519506154636216
Lu13001	504	Ma13001	512	Ve08151	532	Je13001	528	504		0,020096369737544
Ma08151	508	Me15301	522	Ma13001	512	Me10301	518	508		-0,78356938681436
Me10301	518	Me13001	520	Me15301	522	Ma13001	512	518		-0,515721426861856
Ma08151	508	Ve08151	532	Ma13001	512	Ve13001	535	508		-0,963251272058237
Me15301	522	Je10301	526	Ma13001	512	Lu10301	503	522		-0,41810214980963
Me13001	520	Ve10301	533	Ma13001	512	Je15301	529	520		0,457775601147056
Je13001	528	Ma13001	512	Ve13001	535	Ve15301	886	535		0,489170542379848
Ma10301	510	Ma13001	512	Ma08151	508	Lu13001	504	510		-0,815550349013849
Ve13001	535	Me13001	520	Me10301	518	Ma13001	512	535		0,247047268662357
Ma10301	510	Ma13001	512	Lu13001	504	Lu15301	505	510		-0,995014347890604
Ma13001	512	Me13001	520	Je13001	528	Je08151	524	524		-0,638304404614623
Ma13001	512	Je10301	526	Je13001	528	Je15301	529	512		0,417965229405464
Ma13001	512	Je10301	526	Je13001	528	Ve10301	533	512		0,889025314322771
Ma13001	512	Ve08151	532	Lu10301	503	Lu13001	504	532		0,764066658679399
Je15301	529	Je13001	528	Lu10301	503	Ma13001	512	529		0,989078159284725
Lu08151	502	Je08151	524	Je10301	526	Ma13001	512	502		-0,290253655416418
Ma10301	510	Ma13001	512	Lu10301	503	Me08151	516	510		0,099265211868476
Ma13001	512	Lu15301	505	Me15301	522	Me18001	825	825		0,935661800427266
Ma10301	510	Ma13001	512	Lu10301	503	Me13001	520	510		-0,880709662558493
Je10301	526	Ma10301	510	Ma13001	512	Me13001	520	526		-0,302787416126419
Je10301	526	Lu10301	503	Ma13001	512	Ma10301	510	526		-0,999997998610143
Ma13001	512	Je13001	528	Lu18001	507	Je10301	526	512		0,500222921395295
Ma13001	512	Me08151	516	Je08151	524	Lu08151	502	516		-0,716401791293418
Ma13001	512	Lu15301	505	Ma10301	510	Lu10301	503	512		-0,743533951135192
Ma13001	512	Ve13001	535	Je13001	528	Me18001	825	535		0,037791570968803
Ma13001	512	Ve10301	533	Ma10301	510	Lu13001	504	512		0,477682046545956
Me15301	522	Ma13001	512	Ma10301	510	Je10301	526	522		0,40988027332704
Lu10301	503	Lu13001	504	Ma10301	510	Ma13001	512	503		0,915803308692425
Me10301	518	Ve13001	535	Ma13001	512	Ma08151	508	535		-0,778058271974245
Je13001	528	Ma13001	512	Ve13001	535	Je18001	531	531		-0,617569594724476
Me10301	518	Ma13001	512	Me13001	520	Je08151	524	518		-0,825428257443396
Ve15301	886	Je08151	524	Ma13001	512	Lu13001	504	886		-0,167434136847958
Ma13001	512	Me13001	520	Me08151	516	Lu08151	502	512		-0,260179559116962
Ma13001	512	Ma10301	510	Me10301	518	Me08151	516	512		0,996985812322287
Ma13001	512	Lu15301	505	Lu18001	507	Me18001	825	825		-0,256197351923971
Ma08151	508	Ma10301	510	Ma13001	512	Je08151	524	508		-0,937320345849841
Je10301	526	Je13001	528	Ma13001	512	Ma10301	510	526		-0,238987552311435
Lu15301	505	Ma13001	512	Me15301	522	Lu18001	507	505		-0,641656980455447
Ma13001	512	Lu13001	504	Je10301	526	Lu10301	503	504		0,277220483184308
Ve13001	535	Lu13001	504	Ma13001	512	Je13001	528	535		-0,217352944371374
Ma13001	512	Je13001	528	Ma10301	510	Me10301	518	512		0,998463550666689
Je10301	526	Me13001	520	Ma13001	512	Lu08151	502	526		-0,081484942731026
Ma10301	510	Ma13001	512	Ve10301	533	Je13001	528	510		0,655201989252914
Ma10301	510	Ma13001	512	Ve10301	533	Je13001	528	510		0,786461809320756
Ma10301	510	Ma13001	512	Je13001	528	Me13001	520	510		0,481404951417002
Ma13001	512	Ma10301	510	Je10301	526	Ve15301	886	886		-0,797035369417763
Ma13001	512	Ma10301	510	Me08151	516	Je08151	524	512		-0,713284279198592
Ma10301	510	Ma13001	512	Lu10301	503	Lu08151	502	510		-0,999450764046096
Je13001	528	Ma13001	512	Ma10301	510	Ma08151	508	528		0,126038995863049
Ma13001	512	Je10301	526	Je13001	528	Je15301	529	512		-0,948967067303195
Lu10301	503	Lu13001	504	Ma13001	512	Me08151	516	503		-0,910141631950479
Ma10301	510	Je10301	526	Ma13001	512	Lu13001	504	510		-0,9678247765642
Ma13001	512	Ve10301	533	Ma10301	510	Je15301	529	512		-0,59344294543883
Je10301	526	Ve08151	532	Ma13001	512	Lu10301	503	532		0,80218294072681
Ve10301	533	Je10301	526	Ma13001	512	Ve08151	532	533		0,740832036119792
Ma10301	510	Ma13001	512	Je10301	526	Je13001	528	510		0,884848467726028
Ma10301	510	Ma13001	512	Je10301	526	Je13001	528	510		-0,302518342224974
Ma13001	512	Ma10301	510	Me10301	518	Je15301	529	512		-0,458123970837625
Ma13001	512	Me10301	518	Ve13001	535	Ve15301	886	535		-0,989677959597366
Ma13001	512	Lu13001	504	Me18001	825	Lu10301	503	504		-0,519557668384828
Lu13001	504	Ma10301	510	Me10301	518	Ma13001	512	504		0,968929484192304
Ma10301	510	Ma13001	512	Je10301	526	Je13001	528	510		0,941721609619944
Lu13001	504	Ma13001	512	Ve13001	535	Me13001	520	504		-0,697473611150609
Lu10301	503	Ma13001	512	Je08151	524	Ve15301	886	503		-0,254819750099685
Je13001	528	Lu18001	507	Ve13001	535	Ma13001	512	528		-0,95834556799271
Je10301	526	Je15301	529	Ma13001	512	Lu13001	504	529		-0,418321202699064
Ve08151	532	Je13001	528	Me08151	516	Ma13001	512	532		0,182575775158998
Ma13001	512	Lu18001	507	Me13001	520	Je18001	531	531		-0,661998648229979
Je13001	528	Me10301	518	Ma13001	512	Je18001	531	528		0,989006955673207
Me13001	520	Je13001	528	Me08151	516	Ma13001	512	520		-0,971080785145978
Je08151	524	Ma08151	508	Ma10301	510	Ma13001	512	524		-0,484965050412688
Ma13001	512	Lu15301	505	Je13001	528	Je10301	526	512		0,617593303467348
Me13001	520	Je10301	526	Lu10301	503	Ma13001	512	520		-0,882840856547366
Lu13001	504	Lu18001	507	Lu15301	505	Ma13001	512	504		-0,913809783942491
Me15301	522	Ma13001	512	Je13001	528	Me10301	518	522		-0,87236392330507
Ma08151	508	Ma13001	512	Lu15301	505	Je13001	528	508		0,847382019364908
Ma13001	512	Me08151	516	Ma10301	510	Ma08151	508	516		0,990899551424835
Je13001	528	Je15301	529	Je18001	531	Ma13001	512	529		0,344543582339564
Je10301	526	Ma13001	512	Ve13001	535	Ve15301	886	526		-0,492870431123875
Lu15301	505	Ma13001	512	Ve15301	886	Lu08151	502	886		0,950386900188163
Je10301	526	Ma10301	510	Ma13001	512	Me15301	522	526		0,090783954128137
Lu13001	504	Ma13001	512	Je13001	528	Me15301	522	504		-0,684722878112989
Ma13001	512	Je10301	526	Me13001	520	Ma10301	510	512		-0,861120215017693
Ma13001	512	Ve10301	533	Lu15301	505	Ve08151	532	512		-0,78375663937025
Me08151	516	Je08151	524	Lu13001	504	Ma13001	512	516		0,015578645772322
Je15301	529	Ve15301	886	Je13001	528	Ma13001	512	529		-0,99925781715279
Ma08151	508	Ma10301	510	Ma13001	512	Ve13001	535	508		0,999997685703536
Ma08151	508	Ma10301	510	Ma13001	512	Ve13001	535	508		0,603718205859982
Me15301	522	Je18001	531	Ma13001	512	Ve10301	533	522		0,96891457079587
Me10301	518	Lu15301	505	Je13001	528	Ma13001	512	518		0,783663021993562
Ma10301	510	Ma13001	512	Me13001	520	Me10301	518	510		-0,147647137203792
Ma13001	512	Je13001	528	Me13001	520	Ma10301	510	512		0,870148419232129
Me13001	520	Ma13001	512	Lu18001	507	Me18001	825	520		0,422339049575527
Je10301	526	Ma10301	510	Ma13001	512	Lu10301	503	526		-0,758129879659562
Je08151	524	Me08151	516	Lu15301	505	Ma13001	512	524		0,999288006842963
Me10301	518	Ma13001	512	Je15301	529	Je18001	531	518		0,112255675315406
Ma13001	512	Lu13001	504	Je13001	528	Ve13001	535	504		0,752288491585838
Me08151	516	Ma13001	512	Je15301	529	Je18001	531	516		-0,91723684399338
Ve10301	533	Je10301	526	Me13001	520	Ma13001	512	533		0,688325675223408
Ve10301	533	Je10301	526	Me13001	520	Ma13001	512	533		0,98230851270215
Ma13001	512	Ve08151	532	Je13001	528	Ve10301	533	532		0,173955143416391
Ma10301	510	Ma13001	512	Me13001	520	Lu15301	505	510		-0,75258631647178
Ma08151	508	Ma10301	510	Ma13001	512	Je10301	526	508		0,493001568943918
Ve10301	533	Ma13001	512	Je15301	529	Ma08151	508	533		0,856524239274601
Me13001	520	Lu13001	504	Ma13001	512	Je13001	528	520		0,983914880194743
Je13001	528	Ma10301	510	Ma13001	512	Me13001	520	528		0,999453124414677
Ma10301	510	Ma13001	512	Je18001	531	Je08151	524	531		0,749423678692853
Ma13001	512	Me15301	522	Je13001	528	Je15301	529	512		-0,837997879455024
Lu10301	503	Me10301	518	Je10301	526	Ma13001	512	503		0,98315281720539
Je10301	526	Ma13001	512	Ma10301	510	Ma08151	508	526		-0,055083651590483
Ma10301	510	Ma13001	512	Je10301	526	Me10301	518	510		-0,863573521079373
Ve10301	533	Je13001	528	Ma10301	510	Ma13001	512	533		-0,081545030803926
Lu13001	504	Ma13001	512	Me13001	520	Je13001	528	504		0,975094844958863
Ma13001	512	Ma10301	510	Ve10301	533	Je18001	531	531		0,530679112526193
